,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-130.00614518338787,-76.67829913315313,-189.24416709540867,33.756429065178644,,
1,-25.979050857555357,10.65707665751481,-80.51586832904553,26.701026278417764,128.41830444335938,5537.14794921875
