Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
5.391190528869629	0	20.979166	11.173797	63.0	9.0	20.979166666666668	11.173796697581752	1007	1007
8.82758641242981	1	20.9375	12.477324	75.0	9.0	20.9375	12.477323180474247	1005	2012
11.914507627487183	2	27.31579	15.350476	77.0	9.0	27.31578947368421	15.350476185238472	1038	3050
13.63787317276001	3	24.585365	15.777377	73.0	12.0	24.585365853658537	15.777377459524047	1008	4058
15.275622129440308	4	36.07143	17.892393	78.0	13.0	36.07142857142857	17.892393777861052	1010	5068
16.86530590057373	5	37.814816	18.627014	96.0	11.0	37.81481481481482	18.627015500267024	1021	6089
19.006261587142944	6	42.56	26.406181	127.0	11.0	42.56	26.406181094584653	1064	7153
20.327290534973145	7	42.166668	24.054913	110.0	17.0	42.166666666666664	24.054914027883967	1012	8165
22.03043293952942	8	48.904762	28.612194	119.0	18.0	48.904761904761905	28.61219314159406	1027	9192
24.86958646774292	9	64.875	40.79503	167.0	11.0	64.875	40.795028802539164	1038	10230
27.650688886642456	10	67.066666	30.688688	142.0	23.0	67.06666666666666	30.688687745740378	1006	11236
30.81725311279297	11	58.0	25.497276	126.0	18.0	58.0	25.497276543017513	1044	12280
33.73550343513489	12	92.181816	28.953938	146.0	47.0	92.18181818181819	28.953938911871674	1014	13294
36.94079566001892	13	81.61539	46.310883	177.0	29.0	81.61538461538461	46.31088667745491	1061	14355
38.79531478881836	14	105.1	49.08248	184.0	35.0	105.1	49.08248159985393	1051	15406
40.45647692680359	15	126.0	52.521423	200.0	55.0	126.0	52.52142420003479	1008	16414
42.39173483848572	16	187.5	27.50606	200.0	126.0	187.5	27.50605993837237	1125	17539
44.031670570373535	17	136.625	49.749214	200.0	63.0	136.625	49.74921481792451	1093	18632
45.94937038421631	18	142.5	53.76802	200.0	57.0	142.5	53.76802023508026	1140	19772
47.76042342185974	19	184.33333	19.1978	200.0	149.0	184.33333333333334	19.197800799975905	1106	20878
49.59767532348633	20	187.16667	17.572865	200.0	156.0	187.16666666666666	17.57286418190147	1123	22001
51.24328827857971	21	182.5	25.947062	200.0	134.0	182.5	25.947061490658243	1095	23096
53.59544038772583	22	181.5	25.071564	200.0	140.0	181.5	25.071564237863846	1089	24185
55.572346687316895	23	150.0	25.762653	200.0	107.0	150.0	25.76265292461717	1050	25235
57.485448360443115	24	138.5	39.93745	200.0	88.0	138.5	39.93745109543172	1108	26343
61.185317039489746	25	153.28572	29.074852	200.0	121.0	153.28571428571428	29.074850623442767	1073	27416
63.69879913330078	26	139.625	28.631004	195.0	109.0	139.625	28.631003737207678	1117	28533
67.62012577056885	27	136.25	41.372547	200.0	83.0	136.25	41.372545244400904	1090	29623
71.29738426208496	28	140.75	21.04608	170.0	117.0	140.75	21.046080395170975	1126	30749
74.7602858543396	29	152.14285	39.53815	200.0	97.0	152.14285714285714	39.53815000885157	1065	31814
77.72356295585632	30	125.875	21.256985	146.0	85.0	125.875	21.25698414639292	1007	32821
80.77143478393555	31	151.57143	36.535137	200.0	90.0	151.57142857142858	36.53513824430684	1061	33882
83.4585702419281	32	151.0	41.63103	200.0	87.0	151.0	41.6310323814202	1057	34939
86.01856803894043	33	168.0	33.709545	200.0	120.0	168.0	33.70954365359064	1008	35947
87.86134314537048	34	155.57143	34.371323	200.0	110.0	155.57142857142858	34.37132169559444	1089	37036
89.47940874099731	35	185.66667	32.05031	200.0	114.0	185.66666666666666	32.05030767749698	1114	38150
91.25756525993347	36	194.0	10.263203	200.0	172.0	194.0	10.263202878893768	1164	39314
93.04592227935791	37	189.16667	11.852098	200.0	164.0	189.16666666666666	11.852097798374016	1135	40449
94.84798669815063	38	194.5	12.298374	200.0	167.0	194.5	12.298373876248844	1167	41616
96.7145767211914	39	189.16667	15.377653	200.0	157.0	189.16666666666666	15.377653339252458	1135	42751
98.4926598072052	40	193.0	15.652476	200.0	158.0	193.0	15.652475842498529	1158	43909
100.21248197555542	41	200.0	0.0	200.0	200.0	200.0	0.0	1200	45109
102.04355335235596	42	190.33333	21.615324	200.0	142.0	190.33333333333334	21.61532378249797	1142	46251
103.73181796073914	43	200.0	0.0	200.0	200.0	200.0	0.0	1200	47451
105.34784889221191	44	187.16667	23.369616	200.0	136.0	187.16666666666666	23.369614649987042	1123	48574
107.14324474334717	45	194.16667	13.043731	200.0	165.0	194.16666666666666	13.043729868748773	1165	49739
108.9422996044159	46	180.66667	22.178568	200.0	149.0	180.66666666666666	22.178568233519695	1084	50823
110.6239378452301	47	182.0	15.143755	200.0	158.0	182.0	15.14375558880073	1092	51915
112.14411211013794	48	172.83333	23.34821	200.0	141.0	172.83333333333334	23.348209543536502	1037	52952
113.63872957229614	49	187.16667	10.382945	200.0	169.0	187.16666666666666	10.382945418115012	1123	54075
115.09521961212158	50	177.66667	20.901888	200.0	138.0	177.66666666666666	20.901887208787844	1066	55141
117.94939732551575	51	191.0	9.018499	200.0	181.0	191.0	9.018499505645789	1146	56287
120.59264636039734	52	171.83333	24.660471	200.0	139.0	171.83333333333334	24.660472195172765	1031	57318
123.22462177276611	53	171.16667	24.82886	200.0	133.0	171.16666666666666	24.828858657260554	1027	58345
126.34392642974854	54	192.0	8.962887	200.0	176.0	192.0	8.962886439832502	1152	59497
129.03012013435364	55	175.16667	23.039217	200.0	145.0	175.16666666666666	23.039217772215174	1051	60548
130.90762519836426	56	191.5	16.080526	200.0	156.0	191.5	16.080526525376378	1149	61697
