Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
7.705434799194336	0	-293.08040410426287	-15.098858152175854	44.91749200977367	-169.5104925800726	-438.798178577749	20.0	0.0	252	10080	-295.87239846580013	-14.981407128548227
13.890646696090698	1	-292.7015091183291	-14.97346358978477	48.87273024300217	-145.2967328908426	-425.9892351468709	20.0	0.0	252	20160	-272.8251160438399	-13.819241552669212
19.21553349494934	2	-293.3332679027425	-15.263115078057876	46.89079084993647	-160.13573504573947	-430.765042164348	20.0	0.0	252	30240	-296.19470065596585	-15.289281489654527
24.575815677642822	3	-288.3576012316952	-14.7411678803215	49.93486531332089	-158.798305200275	-441.859916689617	20.0	0.0	252	40320	-280.2589767381616	-14.102988936314977
29.956604957580566	4	-284.80722883254685	-14.466784430169957	50.61838117127742	-101.5127267747606	-443.88248110404516	20.0	0.0	252	50400	-284.2540596365138	-14.767003348248622
35.25918507575989	5	-283.73271932066586	-14.205180203288045	49.89972868860517	-129.85127081258395	-444.9194472621165	20.0	0.0	252	60480	-275.99667380926945	-13.253172648351509
40.74349045753479	6	-282.02440621717676	-14.019180029541648	49.53034405758409	-121.11919395326304	-429.82845841561607	20.0	0.0	252	70560	-275.5085359183701	-13.489092462780812
46.24410557746887	7	-277.41055121676794	-13.768555345688375	49.23828919984764	-122.2256591970951	-400.0517863724844	20.0	0.0	252	80640	-273.734731118707	-14.072477107812839
51.53690791130066	8	-274.4495222661304	-13.318633632486268	45.87469954213951	-107.40305503919464	-416.5588734500962	20.0	0.0	252	90720	-260.69274786176493	-12.446815613589736
57.03235864639282	9	-264.26859799463574	-12.554671393961875	48.943391898608745	-136.54829594510213	-425.49596686665376	20.0	0.0	252	100800	-262.26261061292587	-12.69799737757405
62.27487826347351	10	-258.65082872056144	-11.925797102153952	46.77828061698084	-132.9534878590099	-383.74461547145563	20.0	0.0	252	110880	-247.3345958286471	-11.016442505321521
67.57785606384277	11	-249.44285055809897	-11.341224994638871	49.453841115276205	-109.38998492642273	-374.30543706428904	20.0	0.0	252	120960	-235.58763540748103	-10.504289778538457
73.0527286529541	12	-245.01862765448377	-10.722794211680123	48.294188847952775	-128.47323575619504	-431.2114009122398	20.0	0.0	252	131040	-237.10906148748077	-10.293698077742441
78.37259769439697	13	-236.3850651482933	-10.177706972292935	47.728545597596494	-108.68048093553004	-384.2913237919164	20.0	0.0	252	141120	-227.8209478623337	-9.2886075620154
83.82684230804443	14	-228.763320112363	-9.40884109680024	48.390428217592444	-114.97186025143719	-390.4115744936966	20.0	0.0	252	151200	-211.09817945276745	-8.315695140181086
89.2573869228363	15	-214.04617816731272	-8.391963412589018	45.92690481466872	-109.18398938843472	-373.6434133634397	20.0	0.0	252	161280	-199.75729481981818	-7.405664717980973
94.6711323261261	16	-203.1076402074724	-7.517847588667672	45.40520061436354	-91.42259838232326	-403.4566598367291	20.0	0.0	252	171360	-188.7872847379409	-6.458841860384706
100.30451917648315	17	-193.24952865912238	-7.153362197370427	43.77641675205426	-96.16472826413157	-350.54936286608046	20.0	0.0	252	181440	-184.53656907957222	-6.563387348113722
106.80052495002747	18	-179.82783590416588	-6.181539676520354	36.89744047425249	-95.42858103199914	-306.1581129623418	20.0	0.0	252	191520	-174.19856993002304	-5.9735405893056255
112.34073424339294	19	-176.9143447675148	-6.0429143602469235	35.990392214738044	-97.72313501229736	-337.93735142617567	20.0	0.0	252	201600	-170.69993578103637	-5.260140405719551
117.94215703010559	20	-167.78441337417627	-5.471688505720469	35.235866989054216	-89.94408193240798	-301.48596752176843	20.0	0.0	252	211680	-154.31506179797998	-5.213354474436818
123.48169779777527	21	-162.30643946072306	-5.124929865624826	37.65021378758734	-88.06829349966254	-321.71858386619505	20.0	0.0	252	221760	-156.41328898494677	-4.934713033053191
128.9179608821869	22	-154.78094127652076	-4.891561425521534	33.5707699461729	-75.51182511114217	-292.3436053245606	20.0	0.0	252	231840	-144.09999963158637	-4.945570007893614
134.1688117980957	23	-146.0831342025709	-4.384430239806023	29.9540068748663	-79.6984414946863	-276.4453148201583	20.0	0.0	252	241920	-139.3301388129769	-4.1170468708520955
139.70885944366455	24	-139.64448820210345	-4.1412360578151635	31.860054270660513	-72.29988134976475	-310.3351746944582	20.0	0.0	252	252000	-137.44239459997632	-3.7124511839076653
145.27566385269165	25	-134.68319149094975	-3.909706369778752	30.88356048594989	-73.26477060813986	-264.1259910853962	20.0	0.0	252	262080	-130.91695168426415	-3.6461590860278967
150.6441261768341	26	-128.43509606596777	-3.522005013911069	28.055128038632656	-68.16249234984929	-253.0873503551073	20.0	0.0	252	272160	-123.27072540326814	-3.120325654468786
156.05773067474365	27	-120.80891995056427	-3.39156294512363	26.16335085613196	-74.82730510740227	-257.0026587145358	20.0	0.0	252	282240	-121.37957799809176	-3.276201108852924
161.32844924926758	28	-116.63331601410565	-3.146676297001099	23.245751902526315	-52.28785968684582	-211.3229671444303	20.0	0.0	252	292320	-112.15662379178245	-2.964197498169185
166.41223239898682	29	-113.08040681222512	-3.0646466049128946	24.596046287107125	-65.78318248760651	-223.05404037674256	20.0	0.0	252	302400	-107.01322699345495	-2.937416194603123
171.7015495300293	30	-108.20634659349975	-2.8005818171619894	23.7175047680933	-65.2744506451476	-320.52446680743384	20.0	0.0	252	312480	-107.22309096554568	-2.8452031932922957
177.10717868804932	31	-102.34508624847646	-2.6580860130988326	19.264004221180038	-55.75907814212312	-196.4736661040268	20.0	0.0	252	322560	-102.89516060936522	-2.7801726244476157
182.26906418800354	32	-101.56425853850057	-2.6454442960557754	20.749065020884345	-62.68337442485729	-204.87714024611262	20.0	0.0	252	332640	-94.70026356475775	-2.1427055478280987
187.60782027244568	33	-97.91543434368499	-2.4356774898617783	21.877842002394026	-59.82237653492201	-327.55680064351776	19.983333333333334	0.3647678104706548	252	342720	-92.16670460801328	-2.35554587594222
