Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
5.67119574546814	0	20.979166	11.173797	63.0	9.0	20.979166666666668	11.173796697581752	1007	1007
7.702993154525757	1	20.48	8.504682	45.0	9.0	20.48	8.504681063978826	1024	2031
8.63867449760437	2	24.756098	12.862843	73.0	11.0	24.75609756097561	12.862842093495091	1015	3046
9.56815767288208	3	27.18919	13.976501	63.0	9.0	27.18918918918919	13.976501201268945	1006	4052
10.56540298461914	4	28.35135	18.93833	88.0	10.0	28.35135135135135	18.93832981051094	1049	5101
11.544498205184937	5	25.692308	12.537439	59.0	9.0	25.692307692307693	12.537439001879063	1002	6103
12.473571062088013	6	30.484848	16.13977	74.0	13.0	30.484848484848484	16.13977058926219	1006	7109
13.44994044303894	7	38.555557	27.42847	146.0	15.0	38.55555555555556	27.42847038488149	1041	8150
14.548999309539795	8	38.0	19.306496	109.0	15.0	38.0	19.306494781309755	1026	9176
15.692307472229004	9	32.3125	14.2925625	67.0	8.0	32.3125	14.292562532660124	1034	10210
17.500465869903564	10	64.3125	29.880426	142.0	21.0	64.3125	29.880425762528887	1029	11239
19.308080434799194	11	46.909092	21.44954	124.0	11.0	46.90909090909091	21.449537165824797	1032	12271
21.26048755645752	12	48.173912	24.26422	124.0	19.0	48.17391304347826	24.264219809195605	1108	13379
23.041106700897217	13	63.8125	17.979916	95.0	30.0	63.8125	17.979915009532164	1021	14400
24.81147003173828	14	59.0	27.457037	125.0	24.0	59.0	27.45703714694812	1062	15462
26.409663915634155	15	57.473682	23.89752	122.0	24.0	57.473684210526315	23.89751896625217	1092	16554
27.32362985610962	16	61.941177	21.926268	105.0	21.0	61.94117647058823	21.926268393749552	1053	17607
28.254202127456665	17	51.05	21.013033	88.0	23.0	51.05	21.013031670846544	1021	18628
29.17729616165161	18	68.933334	38.986267	146.0	16.0	68.93333333333334	38.986265387811756	1034	19662
30.14634871482849	19	82.0	39.315292	165.0	33.0	82.0	39.315293559787996	1066	20728
31.07733654975891	20	73.0	29.122892	133.0	26.0	73.0	29.122892321039426	1022	21750
32.04334878921509	21	84.583336	34.344963	178.0	49.0	84.58333333333333	34.344961623051624	1015	22765
33.00951671600342	22	70.4	31.02859	141.0	28.0	70.4	31.02858896781053	1056	23821
34.000391721725464	23	63.75	21.158627	106.0	28.0	63.75	21.158627082114755	1020	24841
34.9024760723114	24	86.583336	37.42205	159.0	25.0	86.58333333333333	37.4220486107084	1039	25880
36.118245124816895	25	72.85714	19.888464	113.0	43.0	72.85714285714286	19.88846450604378	1020	26900
37.92633390426636	26	69.066666	24.591236	117.0	34.0	69.06666666666666	24.59123601791681	1036	27936
39.811527252197266	27	88.833336	36.50989	165.0	36.0	88.83333333333333	36.50989211463411	1066	29002
41.61436200141907	28	64.8125	23.095505	116.0	39.0	64.8125	23.095504838604416	1037	30039
43.44620680809021	29	85.15385	42.588993	200.0	47.0	85.15384615384616	42.58899488373846	1107	31146
46.241368532180786	30	86.833336	40.759117	166.0	30.0	86.83333333333333	40.75911622638003	1042	32188
48.6141152381897	31	84.76923	36.648335	155.0	41.0	84.76923076923077	36.648336820597684	1102	33290
51.295087814331055	32	75.85714	21.869278	114.0	46.0	75.85714285714286	21.86927767719933	1062	34352
53.35694217681885	33	74.28571	25.135145	133.0	50.0	74.28571428571429	25.13514492108772	1040	35392
55.421958684921265	34	95.27273	28.479948	140.0	51.0	95.27272727272727	28.479947998838213	1048	36440
58.45985770225525	35	104.4	36.100414	200.0	62.0	104.4	36.10041551007412	1044	37484
60.65232849121094	36	83.0	25.501131	127.0	46.0	83.0	25.501131196629146	1079	38563
62.48445773124695	37	126.875	42.327408	195.0	81.0	126.875	42.32740690143917	1015	39578
64.56467175483704	38	132.625	56.854942	200.0	65.0	132.625	56.85494151786632	1061	40639
66.79564881324768	39	120.44444	49.270477	200.0	71.0	120.44444444444444	49.27048048186236	1084	41723
68.87112331390381	40	102.545456	51.48762	200.0	48.0	102.54545454545455	51.48762187760831	1128	42851
70.79708456993103	41	109.3	49.93806	200.0	60.0	109.3	49.93806163639113	1093	43944
72.0361852645874	42	99.09091	37.4031	154.0	38.0	99.0909090909091	37.40309794037373	1090	45034
72.92242765426636	43	89.583336	28.365055	150.0	40.0	89.58333333333333	28.365055770946213	1075	46109
73.7722532749176	44	84.166664	32.21499	157.0	50.0	84.16666666666667	32.21498960973844	1010	47119
74.70133352279663	45	83.84615	20.717314	128.0	63.0	83.84615384615384	20.717314029374464	1090	48209
75.56309580802917	46	76.21429	27.50371	139.0	33.0	76.21428571428571	27.50371032483896	1067	49276
76.53056359291077	47	80.0	20.97251	102.0	32.0	80.0	20.97250947898591	1040	50316
77.54863119125366	48	91.583336	19.985237	122.0	62.0	91.58333333333333	19.985237607349635	1099	51415
78.55926418304443	49	87.416664	24.008535	140.0	53.0	87.41666666666667	24.008534362226744	1049	52464
79.55484414100647	50	93.454544	28.3849	167.0	57.0	93.45454545454545	28.384898790357575	1028	53492
80.5813307762146	51	109.1	38.140396	163.0	49.0	109.1	38.14039852964308	1091	54583
82.16796135902405	52	126.5	30.2531	189.0	83.0	126.5	30.25309901481169	1012	55595
84.00997257232666	53	140.625	38.03596	184.0	75.0	140.625	38.03596160214699	1125	56720
86.10130095481873	54	169.42857	35.11555	200.0	105.0	169.42857142857142	35.115552691312246	1186	57906
88.22077894210815	55	193.0	15.652476	200.0	158.0	193.0	15.652475842498529	1158	59064
