Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
79.84239554405212	0	-167.26418761443526	-9.17206735540903	63.28792889616527	-35.88509191438278	-341.9070305145679	20.0	0.0	1020	10020	-184.77022354370348	-9.655646398873206
156.1951892375946	1	-167.51357219381606	-9.11814069503928	60.05713799143778	-42.916726400620426	-348.5171269572208	20.0	0.0	1020	20040	-181.67532778060072	-9.580670850150648
231.6237668991089	2	-168.89841344212886	-8.964426075095002	64.1684627438739	-26.0641793812299	-336.38193003372317	20.0	0.0	1020	30060	-176.74272795541424	-9.375560918017168
306.87371492385864	3	-161.76908854099986	-8.426152067398709	63.84315032661987	-33.73594518151448	-334.8137828488924	20.0	0.0	1020	40080	-148.70509636608915	-7.533146571577191
382.49247908592224	4	-155.33629653321236	-8.161435004018015	69.23129083146478	-29.03845298942156	-370.6759326556507	20.0	0.0	1020	50100	-165.00775194039775	-8.340478630893498
456.24696612358093	5	-162.55639870169654	-8.468360681469319	63.71342547425754	-30.657904175633462	-376.66415115244894	20.0	0.0	1020	60120	-154.8822921892145	-7.903714498757934
530.9239447116852	6	-165.80958286360715	-8.381012733410028	68.12781319040862	-33.55977018776941	-331.9119451939753	20.0	0.0	1020	70140	-169.10888307385594	-7.942701617182924
606.5051856040955	7	-153.89195401609814	-7.620967267894439	63.8281392634596	-25.225059272412004	-344.900632328551	20.0	0.0	1020	80160	-133.73536236675335	-6.632669321331241
682.9262914657593	8	-150.8144857229357	-7.351864504157697	67.63367067743927	-27.877854542871276	-350.53816751744324	20.0	0.0	1020	90180	-129.9726145179035	-6.554963171692527
757.685271024704	9	-137.80815449609884	-6.668959344388004	64.40025892783336	-27.290629693600746	-314.9933653578858	20.0	0.0	1020	100200	-135.2860618098626	-6.236290399815134
833.5234339237213	10	-158.85055568281453	-7.645780515997629	68.95338091266073	-29.23623914684316	-342.09395731273645	20.0	0.0	1020	110220	-150.21901219094295	-7.597949742997777
908.597216129303	11	-139.9517994806688	-6.577059983887409	61.25014865597229	-25.557919609905557	-330.2295703574072	20.0	0.0	1020	120240	-141.65228609428533	-6.252400711111946
983.4773828983307	12	-140.60112979095754	-6.641295436325702	66.52262946142996	-22.877739469464032	-365.54104754211295	20.0	0.0	1020	130260	-138.08926499420033	-6.794606575146949
1057.252405166626	13	-141.37153909096438	-6.381300195760476	67.67447225448832	-26.00729877671378	-349.24490858879045	20.0	0.0	1020	140280	-132.76561153989272	-5.462799867186132
1131.1622247695923	14	-137.53201338016873	-5.910861435323596	64.94503280079314	-22.217680597034917	-322.2598262907729	20.0	0.0	1020	150300	-119.14755025696941	-5.227900223101399
1205.5499124526978	15	-139.07485531267886	-6.36010373569264	69.592764311362	-15.831469524743293	-374.65897917134754	20.0	0.0	1020	160320	-140.88991810594186	-6.305597881469378
1280.526950120926	16	-126.79709033020507	-5.528281309503625	62.74593126130774	-17.1108482150359	-353.0337203175805	20.0	0.0	1020	170340	-123.80178637998404	-5.059010033847805
1353.5523183345795	17	-130.77963073281742	-5.731324194899334	64.55286811078436	-18.580455539519612	-334.02158511025465	20.0	0.0	1020	180360	-151.46465532423818	-6.9167707912251535
1428.121345758438	18	-134.06125055473646	-5.784947320160294	68.73414496810776	-24.84224553550072	-368.9667734831608	20.0	0.0	1020	190380	-105.86343839794502	-4.788398184953161
1503.4726655483246	19	-129.21210145536594	-5.5620729331381895	62.57168761723565	-24.479980787054725	-312.2672575388086	20.0	0.0	1020	200400	-115.14161193233265	-4.9741088474724435
1578.0961096286774	20	-126.15830475941912	-5.398998359808104	67.12838592050007	-16.024055018443807	-410.6853776622194	20.0	0.0	1020	210420	-119.5315113187983	-4.966314593994925
1651.835904121399	21	-123.08850781878846	-5.219409746137681	67.61931135943443	-18.06813779531248	-395.9274161194281	20.0	0.0	1020	220440	-114.72883722483098	-4.944392346349993
