Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
9.83690881729126	0	-170.45870540627956	-9.35103333847127	63.58792376999315	-30.83338194737061	-359.8763924308108	20.0	0.0	1008	10017	-176.92822903367724	-9.36712006030548
17.78302788734436	1	-169.27994022131347	-9.118238598161794	68.71847583755262	-33.538575146959474	-398.96513100227673	20.0	0.0	1008	20034	-165.4128550245634	-9.071445859447914
25.218029260635376	2	-159.46849328616648	-8.453349860304826	63.76101746267103	-29.415836931206055	-334.95955627941237	20.0	0.0	1008	30051	-162.0430046348424	-8.513048563265022
32.542635440826416	3	-163.6443936697527	-8.521894919294535	62.718528220234	-25.64166742008955	-338.71052776731716	20.0	0.0	1008	40068	-163.87587077001092	-8.511864935353321
40.047173738479614	4	-165.55115594228135	-8.722351257390953	64.08726834717163	-27.512020774361957	-386.74970723703075	20.0	0.0	1008	50085	-146.85461150812884	-7.709969676953204
47.183624029159546	5	-167.1670147904096	-8.606031624656008	62.75594476922341	-33.98315112470155	-370.1926095197601	20.0	0.0	1008	60102	-164.47982588515234	-8.869948681336965
54.13339591026306	6	-157.1028643337773	-8.211044936382574	64.32724105226711	-27.962876459549665	-376.96888315924986	20.0	0.0	1008	70119	-152.2517066397614	-7.9218363212667455
61.17837190628052	7	-159.73829616941057	-8.233837778285368	62.68970210783726	-26.808636267777516	-335.6449518942167	20.0	0.0	1008	80136	-153.09163771970006	-7.932671631441181
68.37882328033447	8	-155.28348147940136	-7.90869458159682	63.825852438452024	-29.78295040751774	-333.11627660488364	20.0	0.0	1008	90153	-164.90067591288326	-8.89707913418018
75.80304002761841	9	-159.4819857822443	-8.043007686313109	61.88087787348253	-25.24360345865164	-377.1091549311241	20.0	0.0	1008	100170	-149.72105974258048	-7.406297645960836
83.0515615940094	10	-162.71157741364814	-8.300576102481596	62.03098695657178	-20.34586533990867	-301.8157392543705	20.0	0.0	1008	110187	-160.42681200819126	-8.250922729516143
90.26636052131653	11	-156.9085426524767	-7.953827199784317	59.80644590838321	-20.071197937331206	-329.2956881477378	20.0	0.0	1008	120204	-161.7414745202936	-8.435161022185142
97.37452936172485	12	-156.45617833515726	-7.887287791744231	61.2714323740382	-19.572728256125806	-333.057729648125	20.0	0.0	1008	130221	-148.2437003967382	-7.4625123086099805
104.76551294326782	13	-153.91498656618148	-7.800518109997816	60.636360543792996	-31.203198539044042	-366.5120005367285	20.0	0.0	1008	140238	-158.8980421064422	-7.972528110253869
112.02248764038086	14	-153.46078040720045	-7.708373364157565	60.99652745624849	-29.43787229047688	-326.7930073832673	20.0	0.0	1008	150255	-153.1451340641263	-8.010183687873278
119.34518909454346	15	-154.67174577334035	-7.82274806697181	57.392234715604545	-24.96696568213388	-320.50592329493185	20.0	0.0	1008	160272	-156.00352867647265	-7.695678281406088
126.86429738998413	16	-159.4534740558816	-8.036029013229907	61.257036618662816	-23.82985419100589	-367.7646600214213	20.0	0.0	1008	170289	-165.59826286618582	-7.8692402539527215
134.1357409954071	17	-152.53167498549945	-7.503905412783645	60.39110399362557	-19.20680260314399	-329.4056829587363	20.0	0.0	1008	180306	-161.90382751651967	-8.573478451269477
141.43376231193542	18	-156.30323133213165	-7.7318549273936314	59.68625500874254	-17.37676714133867	-316.6460565899124	20.0	0.0	1008	190323	-158.70128220324435	-7.886296691983929
148.61015725135803	19	-153.73267189358847	-7.600398382584491	62.114101786281815	-18.832296614021462	-386.557205216221	20.0	0.0	1008	200340	-161.12314753514173	-7.660593553199436
155.90297412872314	20	-156.07102634634546	-7.846817340028664	60.759400138401084	-20.42856436644953	-346.72026037205984	20.0	0.0	1008	210357	-152.40380355542638	-7.258541328005788
162.93235230445862	21	-149.5838226530064	-7.326530244454282	59.17148181348768	-18.13364121755197	-336.93567660253353	20.0	0.0	1008	220374	-145.9486181342837	-7.581650511170827
170.15032505989075	22	-153.50436994089213	-7.563889352930449	60.62112555653341	-26.001339091648408	-328.66425106730526	20.0	0.0	1008	230391	-147.0003301715805	-7.389846463446768
177.18980407714844	23	-153.7503038458145	-7.488306404313494	59.36782837845144	-25.497209318503486	-348.1389955579987	20.0	0.0	1008	240408	-165.9236963313325	-7.989932471212458
184.48245525360107	24	-151.94620808859457	-7.5524553996630654	58.8736898688911	-26.5245565607875	-335.70952270092994	20.0	0.0	1008	250425	-156.7314772311798	-7.7602888312013105
192.70746040344238	25	-154.34596328677512	-7.465929074256065	56.8207878111408	-30.07057776488785	-444.6979079944268	20.0	0.0	1008	260442	-158.7189557730434	-7.982168768022749
200.77055048942566	26	-160.4238520716651	-7.879638512282513	61.20596398441347	-20.870411224345737	-412.6404677805875	20.0	0.0	1008	270459	-142.20394427892566	-6.859164773645207
208.04634976387024	27	-154.6716233140013	-7.42022653205099	58.99897121932875	-22.229673347501304	-328.5674473838814	20.0	0.0	1008	280476	-143.77708473520042	-6.627506943055213
215.37545204162598	28	-154.48973279673385	-7.450736205634052	60.61678439731167	-14.382052316526313	-394.2563312300749	20.0	0.0	1008	290493	-146.94190570972034	-7.1112319069613905
222.65692257881165	29	-149.22306768129138	-7.177098234533387	58.90877542925392	-17.971961554297124	-345.18157220416435	20.0	0.0	1008	300510	-148.90534675724075	-7.322185319674097
229.89323949813843	30	-150.78097292005558	-7.239454561671187	60.92427571123095	-23.300257961534005	-352.3950207591693	20.0	0.0	1008	310527	-145.77268352632598	-7.148808482514177
237.23260283470154	31	-147.1078883453144	-7.05187932826747	58.10473877852759	-17.75250770374142	-429.41384586417917	20.0	0.0	1008	320544	-132.9667667657476	-6.809762952761656
244.4506287574768	32	-150.0388697300326	-7.070667305080387	60.770082691758795	-22.731264815148467	-343.7943070905235	20.0	0.0	1008	330561	-154.20738501120044	-7.002834713382782
251.6007854938507	33	-148.4800680253605	-7.009305511021706	58.509060808893786	-19.039296899124835	-339.5656688127197	20.0	0.0	1008	340578	-161.22555408173562	-7.021849553012413
258.7818114757538	34	-145.78894902924284	-6.9700535393693	59.11730859032612	-17.609640421377946	-412.577297396903	20.0	0.0	1008	350595	-149.5443150819709	-7.094986903829455
265.9591293334961	35	-144.9083181979605	-6.838868240287665	59.46373290276717	-20.840093484533714	-338.8797710713013	20.0	0.0	1008	360612	-150.06721983917748	-6.798907231387434
273.76290011405945	36	-143.90530023915665	-6.654612394527299	56.36720079063924	-23.765932884382202	-338.25429986229466	20.0	0.0	1008	370629	-155.94305591229724	-7.600578433498228
281.06014943122864	37	-146.5788216080263	-6.907209171491325	60.85211673104226	-13.2284464987722	-361.040200305073	20.0	0.0	1008	380646	-147.53213439000794	-7.1788169408732285
288.39262294769287	38	-146.06433483959714	-6.943968689416055	57.63644215925009	-24.82961021050798	-348.8186768734072	20.0	0.0	1008	390663	-140.6871672695853	-6.735459934338422
295.7031388282776	39	-139.4274556288771	-6.622885660889239	57.446320224590124	-18.336691668311822	-362.2553792518941	20.0	0.0	1008	400680	-138.79109373701195	-6.500270909289768
302.9677038192749	40	-142.78072198293927	-6.66831026156389	57.339665110236915	-17.518268563419742	-308.5357106492834	20.0	0.0	1008	410697	-147.56349412055195	-6.3344270575317205
310.2091965675354	41	-142.86523229843044	-6.534977839004072	55.245728805313554	-18.998579212113512	-323.5600674451195	20.0	0.0	1008	420714	-141.2971440104767	-6.188182999953615
317.49854278564453	42	-148.0291785539393	-6.949546100861667	60.79894380050527	-18.839204834343516	-342.150054005397	20.0	0.0	1008	430731	-156.56875462477262	-6.95334424598387
324.63601565361023	43	-142.18130211346468	-6.518404125511257	56.76860254352359	-21.96756109615142	-344.8216019120243	20.0	0.0	1008	440748	-138.9255753329393	-6.582506749463554
331.84107971191406	44	-140.574558317407	-6.35814289976467	56.5435551189601	-19.65147653523322	-334.8138668887368	20.0	0.0	1008	450765	-127.12720606478128	-6.299714885347766
339.1876711845398	45	-137.72003787578518	-6.232406806799878	57.95903414447768	-16.372372511723277	-359.5022518807736	20.0	0.0	1008	460782	-142.65524150663896	-6.58483231406792
346.1144907474518	46	-143.7351575955245	-6.430918346383273	57.93491228027137	-18.755945200557868	-365.2837132355116	20.0	0.0	1008	470799	-127.66519168793253	-6.095814150215856
353.3447721004486	47	-141.6297721870884	-6.183624523623281	54.980555719597476	-14.556256774697239	-373.95983420084224	20.0	0.0	1008	480816	-133.5740427044634	-5.94696623501451
360.5098853111267	48	-137.09681722981742	-6.214201089537043	54.44463255015695	-10.612635259868322	-351.23453505130004	20.0	0.0	1008	490833	-142.503309593209	-6.449455708048599
367.8156657218933	49	-140.58693254041097	-6.476207696853726	59.48930170385341	-15.963544011169645	-334.52390431664435	20.0	0.0	1008	500850	-136.2441738624989	-5.775843131206726
375.2781422138214	50	-134.79918412280733	-5.9030593378740885	51.543464813225356	-17.904890223984957	-315.337069098166	20.0	0.0	1008	510867	-131.71713201809044	-5.8463404721413506
382.35491609573364	51	-137.53611005677837	-5.890765415861075	54.16589436335615	-18.218667578699332	-311.71003962497025	20.0	0.0	1008	520884	-139.48627667317507	-6.631390604019418
389.59687757492065	52	-138.87480804336866	-5.956758691676333	56.76122766112838	-16.278252035331896	-321.0751476817274	20.0	0.0	1008	530901	-129.09832433701504	-5.837001713959569
396.7221100330353	53	-135.41575588296675	-6.023177776163313	57.331729610896886	-13.740989240447009	-381.8211460793346	20.0	0.0	1008	540918	-141.7918843607781	-6.042992976263865
403.9183089733124	54	-138.76698904627244	-6.13188377521848	58.3220904911418	-13.575658315028917	-379.4248240391576	20.0	0.0	1008	550935	-134.55291790676196	-5.821157167045922
411.0945293903351	55	-139.89603994796317	-6.2881161493369735	58.68191418329229	-19.001853789567843	-381.6223142875084	20.0	0.0	1008	560952	-136.28430927201816	-5.457530269765552
418.2823369503021	56	-136.98540137093894	-5.979474166447789	55.29153654347254	-11.823319083115114	-319.7354059637318	20.0	0.0	1008	570969	-143.7955554063243	-6.139356157023836
425.4299817085266	57	-132.10018840376298	-5.6589489545077285	59.062232916925296	-11.764756405705382	-416.2922649885535	20.0	0.0	1008	580986	-130.65315478117626	-6.326728542697424
432.69264101982117	58	-132.8224305246765	-5.730866291802355	57.39529532997575	-16.93168144197932	-454.38836053145855	20.0	0.0	1008	591003	-125.68939835559543	-5.562504406401324
439.95110154151917	59	-134.95824969370182	-6.078327689263343	56.92269169704373	-17.93946583678481	-450.4653310806473	20.0	0.0	1008	601020	-130.3073756445771	-5.622254704455881
