Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
10.656437635421753	0	21.782608	10.728898	76.0	9.0	21.782608695652176	10.728898487725774	5010	5010
17.514919757843018	1	24.414635	12.360787	81.0	8.0	24.414634146341463	12.360786954496213	5005	10015
27.8823344707489	2	25.262627	13.674858	96.0	9.0	25.262626262626263	13.674857751248679	5002	15017
36.90740609169006	3	28.094973	16.43769	101.0	9.0	28.094972067039105	16.437690963669343	5029	20046
46.32665491104126	4	34.033783	19.406885	120.0	10.0	34.03378378378378	19.406886330226484	5037	25083
56.63484597206116	5	38.775192	23.426361	131.0	10.0	38.775193798449614	23.42636171948292	5002	30085
66.50802612304688	6	41.691666	24.83304	171.0	10.0	41.69166666666667	24.83304110566315	5003	35088
76.33206510543823	7	45.19643	22.2156	107.0	10.0	45.19642857142857	22.215599122863086	5062	40150
85.93018627166748	8	47.59434	26.313345	188.0	12.0	47.594339622641506	26.313343448369043	5045	45195
97.00782084465027	9	59.833332	25.79398	124.0	16.0	59.833333333333336	25.793979240888078	5026	50221
104.70298075675964	10	60.433735	29.229956	170.0	15.0	60.433734939759034	29.22995359652568	5016	55237
115.23615860939026	11	69.45206	29.071024	187.0	20.0	69.45205479452055	29.071023607469325	5070	60307
127.88612961769104	12	69.55556	27.638483	161.0	20.0	69.55555555555556	27.63848408413775	5008	65315
135.87479496002197	13	79.90476	28.606646	163.0	34.0	79.9047619047619	28.60664496326722	5034	70349
144.99615216255188	14	91.145454	31.571228	187.0	28.0	91.14545454545454	31.571228663750848	5013	75362
159.0746521949768	15	103.081635	38.787144	200.0	40.0	103.08163265306122	38.787141112768175	5051	80413
168.55304384231567	16	112.82222	44.50732	200.0	26.0	112.82222222222222	44.507322188546254	5077	85490
177.08840227127075	17	146.71428	44.994965	200.0	39.0	146.71428571428572	44.99496570479314	5135	90625
187.67067742347717	18	157.3125	40.79096	200.0	92.0	157.3125	40.790959093284386	5034	95659
198.4688799381256	19	178.67857	26.259766	200.0	126.0	178.67857142857142	26.259764947577896	5003	100662
207.19336819648743	20	198.84616	5.769231	200.0	170.0	198.84615384615384	5.769230769230769	5170	105832
215.70670676231384	21	197.53847	8.745243	200.0	161.0	197.53846153846155	8.745243846847748	5136	110968
224.62312293052673	22	194.26923	13.9960375	200.0	139.0	194.26923076923077	13.996037055339553	5051	116019
235.40974378585815	23	195.42308	15.990797	200.0	133.0	195.42307692307693	15.990798019541586	5081	121100
249.45705461502075	24	200.0	0.0	200.0	200.0	200.0	0.0	5200	126300
261.18477058410645	25	195.42308	11.280252	200.0	158.0	195.42307692307693	11.280251896134088	5081	131381
270.4564905166626	26	195.46153	20.048462	200.0	96.0	195.46153846153845	20.04846199593293	5082	136463
284.7566454410553	27	195.92308	13.005688	200.0	138.0	195.92307692307693	13.00568833219076	5094	141557
295.0804269313812	28	192.92308	33.43987	200.0	26.0	192.92307692307693	33.43986919937047	5016	146573
303.6069395542145	29	193.15384	33.83295	200.0	24.0	193.15384615384616	33.83295197072308	5022	151595
312.3129744529724	30	197.42308	7.196009	200.0	169.0	197.42307692307693	7.1960089201374835	5133	156728
323.51483607292175	31	200.0	0.0	200.0	200.0	200.0	0.0	5200	161928
336.64858388900757	32	200.0	0.0	200.0	200.0	200.0	0.0	5200	167128
345.3527488708496	33	196.88461	14.423077	200.0	125.0	196.8846153846154	14.423076923076923	5119	172247
354.27235221862793	34	200.0	0.0	200.0	200.0	200.0	0.0	5200	177447
365.5520887374878	35	200.0	0.0	200.0	200.0	200.0	0.0	5200	182647
379.6526801586151	36	200.0	0.0	200.0	200.0	200.0	0.0	5200	187847
389.60705757141113	37	198.34616	8.269231	200.0	157.0	198.34615384615384	8.269230769230768	5157	193004
398.6171851158142	38	200.0	0.0	200.0	200.0	200.0	0.0	5200	198204
407.5600666999817	39	196.8077	15.961539	200.0	117.0	196.80769230769232	15.961538461538462	5117	203321
418.8527548313141	40	196.6923	16.538462	200.0	114.0	196.69230769230768	16.538461538461537	5114	208435
432.65269947052	41	198.11539	7.3919234	200.0	163.0	198.1153846153846	7.3919234671618925	5151	213586
442.00759053230286	42	194.1923	24.04806	200.0	77.0	194.19230769230768	24.0480596222987	5049	218635
451.78508257865906	43	200.0	0.0	200.0	200.0	200.0	0.0	5200	223835
464.6307168006897	44	186.25926	39.562977	200.0	19.0	186.25925925925927	39.56297613846543	5029	228864
478.36671710014343	45	200.0	0.0	200.0	200.0	200.0	0.0	5200	234064
486.9971113204956	46	199.23077	3.8461537	200.0	180.0	199.23076923076923	3.8461538461538463	5180	239244
499.3822147846222	47	195.65384	21.730768	200.0	87.0	195.65384615384616	21.73076923076923	5087	244331
514.0773174762726	48	193.23077	33.846153	200.0	24.0	193.23076923076923	33.84615384615385	5024	249355
527.5329825878143	49	186.96297	46.093693	200.0	23.0	186.96296296296296	46.09369000077469	5048	254403
535.9956078529358	50	200.0	0.0	200.0	200.0	200.0	0.0	5200	259603
543.8558428287506	51	192.76923	36.153847	200.0	12.0	192.76923076923077	36.15384615384615	5012	264615
552.5311539173126	52	200.0	0.0	200.0	200.0	200.0	0.0	5200	269815
560.6614234447479	53	192.38461	34.292942	200.0	22.0	192.3846153846154	34.29294267279732	5002	274817
573.174497127533	54	200.0	0.0	200.0	200.0	200.0	0.0	5200	280017
587.0302629470825	55	198.92308	2.6879086	200.0	187.0	198.92307692307693	2.687908493793253	5172	285189
